epoch,train_loss,val_loss,dice_WT,dice_TC,dice_ET,dice_mean,hd95_WT,hd95_TC,hd95_ET,hd95_mean,learning_rate,epoch_time_s,data_wait_s,gpu_step_s,validation_s,samples_per_s,peak_vram_gb,gpu_allocated_gb,gpu_reserved_gb,gpu_temp_c,gpu_util_pct,gpu_sm_clock_mhz,gpu_power_w,gpu_mem_used_mb,gpu_mem_total_mb
1,1.8578885793685913,0.21941274525345983,0.8154841766164109,0.7010647777367283,0.6488703898733684,0.7218064480755025,29.93123539825079,26.316807937396604,14.049287826079459,23.43244372057562,9.999725846827562e-05,296.49688669999887,2.392400499964424,279.46521875,14.318817199997284,1.0466277292237407,21.37105703353882,0.3805670738220215,24.2734375,79.0,100.0,2805.0,439.65,28295.0,32607.0
2,1.3586704730987549,0.1943695386116569,0.8285760347907608,0.7520260536992872,0.670639767762065,0.7504139520840377,24.750335018369725,23.852062609769547,12.72747818059819,20.44329193624582,9.998903417374228e-05,292.0304937000001,0.23899570002686232,279.48759375,11.995223299996724,1.0546012110611378,21.37141180038452,0.37973928451538086,24.2734375,80.0,100.0,2812.0,433.45,28308.0,32607.0
3,1.2100731134414673,0.18005410763057503,0.8594828248023987,0.7803094228226188,0.6639481861404248,0.7679134779218142,10.912049886612719,8.21809056121498,8.032741732998431,9.054294060275376,9.997532801828658e-05,295.1778760999987,0.2000105999832158,282.567375,11.954452900001343,1.0432603440954171,21.37141180038452,0.37973928451538086,24.2734375,80.0,100.0,2835.0,423.81,28238.0,32607.0
4,1.1278983354568481,0.17049431146399394,0.8796975298507793,0.7967759624526307,0.6762367119100747,0.7842367347378283,12.440491419525626,15.078073973636762,13.002847702188499,13.507137698450295,9.995614150494293e-05,293.5458741000002,0.39924709999831975,280.64125,12.302242800000386,1.0496707878190048,21.37141180038452,0.37973928451538086,24.2734375,75.0,100.0,2827.0,419.13,28248.0,32607.0
5,1.0622539520263672,0.15994703699205373,0.8585014101621267,0.815952302636327,0.7194233184681901,0.7979590104222146,15.800452447976003,9.548877415803839,5.344498259579386,10.231276041119743,9.99314767377287e-05,295.16628560000026,0.2334511000008206,281.74815625,12.659661300000153,1.0461675240890462,21.37141180038452,0.37973928451538086,24.2734375,78.0,100.0,2820.0,434.68,28270.0,32607.0
6,1.0284364223480225,0.15582489242424835,0.9034464439830264,0.8224953063386115,0.7115339121343194,0.8124918874853191,5.7082223082455545,6.949584513233906,6.803455735489183,6.487087518989548,9.990133642141359e-05,293.82163410000067,0.2260242000229482,280.87425,12.366795199999615,1.0494475711186477,21.37141180038452,0.37973928451538086,24.2734375,78.0,100.0,2820.0,434.34,28261.0,32607.0
7,1.0144346952438354,0.16009069470739043,0.8814160819794681,0.8128455075863246,0.7010602237460241,0.7984406044372722,14.665629728575894,12.954530750916142,10.40820126598465,12.676120581825563,9.986572386122291e-05,293.5723596000025,0.5162962000031257,280.67428125,12.48814510000011,1.0491105451513654,21.37141180038452,0.37973928451538086,24.2734375,75.0,100.0,2835.0,421.92,28255.0,32607.0
8,0.9748428463935852,0.14755426689579682,0.8947084006425496,0.8452702519055959,0.7237314280248643,0.8212366935243366,7.983709722975265,9.521564998843942,6.704894564278386,8.070056428699198,9.982464296247522e-05,294.40229510000063,0.3987803000018175,281.45503125,11.962437599999248,1.0466418686258072,21.37141180038452,0.37973928451538086,24.2734375,76.0,100.0,2835.0,394.72,28157.0,32607.0
9,0.9569944143295288,0.1562953204722018,0.895007386400893,0.8322245245044296,0.7165997512139491,0.8146105540397572,10.163034930539766,11.171204071085771,8.570401789478108,9.968213597034548,9.9778098230154e-05,293.36344530000133,0.4929125999697135,280.9665625,12.02223519999825,1.0481082574861653,21.37141180038452,0.37973928451538086,24.2734375,77.0,100.0,2827.0,426.3,28174.0,32607.0
10,0.9396964311599731,0.14591740434234207,0.9047902387541693,0.8180253111304016,0.7250757916535011,0.8159637805126906,6.173192677963876,5.1313336532049565,4.5005618016776525,5.2683627109488285,9.972609476841367e-05,294.7480370999983,0.3709245000027295,282.01671875,12.339009100000112,1.0446632742312714,21.37141180038452,0.37973928451538086,24.2734375,79.0,100.0,2835.0,429.74,28185.0,32607.0
11,0.9333396553993225,0.15620992513927254,0.9060443994161245,0.7983493523293366,0.7056659248864878,0.803353225543983,9.663589667780935,11.715884530604427,9.27027792577779,10.216584041387717,9.966863828001983e-05,294.5717318999996,0.24790470002335496,281.0845625,12.944990200001484,1.0485814272913592,21.37141180038452,0.37973928451538086,24.2734375,78.0,100.0,2820.0,429.63,28186.0,32607.0
12,0.9317158460617065,0.16128401780450666,0.8924704097412728,0.8302156139869947,0.7053475604039263,0.8093445280440646,7.8622442106081945,8.023156317862268,5.536011083433294,7.140470537301252,9.960573506572391e-05,293.46891799999867,0.6468344000313664,280.951375,12.148718199998257,1.0475918885582487,21.37141180038452,0.37973928451538086,24.2734375,77.0,100.0,2812.0,425.77,28221.0,32607.0
13,0.9138567447662354,0.14344906444485123,0.888755939296774,0.8613740221874134,0.733993919464324,0.8280412936495037,9.053253216416023,10.282081298424181,4.996049852326592,8.110461455722266,9.95373920235722e-05,294.8309807000005,0.5593697000113025,281.72984375,12.175812900000892,1.0450275318516185,21.37141180038452,0.37973928451538086,24.2734375,75.0,100.0,2820.0,416.63,28204.0,32607.0
14,0.9042136669158936,0.14609144602877064,0.9033521591006098,0.8227020393625196,0.7276977454043033,0.8179173146224775,8.376477292859812,7.045185000715932,3.450136249433875,6.290599514336539,9.946361664814943e-05,295.02762740000253,0.6650260000023991,281.9019375,12.610584000001836,1.0440003188836955,21.37141180038452,0.37973928451538086,24.2734375,77.0,100.0,2812.0,409.36,29002.0,32607.0
15,0.8915412425994873,0.14418674874547366,0.8903810559092341,0.8631920266795803,0.72924056060833,0.8276045477323813,6.870191477268017,5.583683235944462,4.159751226395264,5.537875313202581,9.93844170297569e-05,296.963176199999,0.2797143999632681,284.43015625,12.178815999999642,1.0361425100104378,21.37141180038452,0.37973928451538086,24.2734375,77.0,99.0,2812.0,416.62,28995.0,32607.0
16,0.8909815549850464,0.15317210429222197,0.9169502081097783,0.7836517377785357,0.7627887193334116,0.8211302217405753,4.34109623682846,7.442613548318551,6.477795431484786,6.087168405543932,9.929980185352526e-05,300.30910869999934,0.22711470005015144,287.82259375,12.156937199997628,1.0241287921704496,21.37141180038452,0.37973928451538086,24.2734375,80.0,100.0,2820.0,438.33,29291.0,32607.0
17,0.8845530152320862,0.14821263604067467,0.9049173166622987,0.8461283582287866,0.7269491115707073,0.8259982621539308,7.1777545794482,10.267274288963828,8.436382721957301,8.627137196789777,9.920978039846208e-05,306.3366194000009,0.2286626999703003,293.72209375,12.278588500001206,1.0035694534781994,21.37141180038452,0.37973928451538086,24.2734375,80.0,100.0,2805.0,429.22,29855.0,32607.0
18,0.8628170490264893,0.13691155924587636,0.8948228601018908,0.8528334981956928,0.7429083781913565,0.8301882454963133,5.467749225024721,5.022383640002859,3.823504890036826,4.771212585021469,9.911436253643444e-05,306.9966314000012,0.2542495999841776,294.30196875,12.09111899999698,1.0015066110384692,21.37141180038452,0.37973928451538086,24.2734375,78.0,100.0,2820.0,437.01,29440.0,32607.0
19,0.8598771691322327,0.14265385894356547,0.9018155690786,0.833697173268717,0.7384041589230614,0.8246389670901261,5.390916067922648,6.813206495558949,3.2738444740678334,5.15932234584981,9.901355873108609e-05,304.35491280000133,0.27855580003233626,291.70315625,12.207542199997988,1.010337249989994,21.37141180038452,0.37973928451538086,24.2734375,79.0,100.0,2827.0,429.29,29866.0,32607.0
20,0.8512274026870728,0.13702502695692553,0.9050387659588376,0.8653905681661658,0.7419516773685157,0.8374603371645063,6.429392897486977,5.741379530732435,4.118291616653033,5.429688014957481,9.890738003669028e-05,305.99009229999865,0.2779852000239771,292.1595,13.220915900001273,1.0087626071542206,21.37141180038452,0.37973928451538086,24.2734375,78.0,99.0,2827.0,400.48,29393.0,32607.0
21,0.8582624793052673,0.1385933090806813,0.9181685979301865,0.8509881295339344,0.7308626548780812,0.8333397941140674,5.103303195713747,5.280832021594364,3.446815213353746,4.610316810220619,9.879583809693736e-05,323.51549779999914,0.19818370001303265,310.87971875,12.24893130000055,0.9483155109270528,21.37141180038452,0.37973928451538086,24.2734375,78.0,99.0,2820.0,406.18,29417.0,32607.0
22,0.8516380786895752,0.14064460615249905,0.9158900219040949,0.8497232408136934,0.737645308299741,0.8344195236725097,4.452492086906451,5.020672364447017,3.4889431952423413,4.32070254886527,9.8678945143658e-05,303.75208660000135,0.33894909997979994,290.79309375,12.545462699999916,1.0132859204097069,21.37141180038452,0.37973928451538086,24.2734375,79.0,100.0,2835.0,418.1,29491.0,32607.0
23,0.8394232392311096,0.13570440963313385,0.9107962347365715,0.8572767594643191,0.7394984342893842,0.8358571428300916,6.158709938437827,5.643986053148794,2.493278040056406,4.765324677214342,9.85567139954818e-05,302.52131010000085,0.202227599973412,289.725,12.316012799998134,1.017496709232931,21.37141180038452,0.37973928451538086,24.2734375,79.0,99.0,2820.0,406.12,29414.0,32607.0
24,0.8361974358558655,0.1357162492098035,0.8979150131407723,0.8548828428132977,0.7444120615858074,0.8324033058466259,5.1261203674904605,3.718019278984647,2.5671639554806083,3.8037678673185717,9.842915805643154e-05,300.70590939999965,0.26299670001026243,287.3385625,12.782414899997093,1.0257246199240684,21.37141180038452,0.37973928451538086,24.2734375,77.0,100.0,2827.0,416.38,29320.0,32607.0
25,0.8425796031951904,0.13376055748478785,0.9058705898555549,0.859964508490291,0.7419959224535836,0.8359436735998099,4.814928684520582,3.7755332209967887,3.055768061011169,3.8820766555095134,9.829629131445339e-05,303.26000099999874,0.31941779999397113,290.92084375,11.889109200001258,1.012909404867296,21.37141180038452,0.37973928451538086,24.2734375,75.0,100.0,2827.0,426.97,29673.0,32607.0
26,0.8199487328529358,0.1338213154089612,0.9080667777641399,0.8529318023649285,0.7422251676228818,0.8344079159173168,4.999617735689937,3.878895776855116,3.1676042374268847,4.0153725833239795,9.815812833988289e-05,297.1057871999983,0.2039944999924046,283.6015625,13.095520499999111,1.0394440585249283,21.37141180038452,0.37973928451538086,24.2734375,75.0,99.0,2827.0,397.77,30071.0,32607.0
27,0.8166831135749817,0.14603148622287287,0.8926455429629296,0.8489136949851731,0.7222765869928338,0.8212786083136455,5.796810896421639,5.086585087750044,3.8593115089531316,4.914235831041605,9.801468428384713e-05,315.0839592000011,0.2708897999909823,301.7090625,12.889081400000578,0.9768860407890355,21.37141180038452,0.37973928451538086,24.2734375,76.0,100.0,2827.0,408.55,29670.0,32607.0
28,0.8162220120429993,0.13509253669228102,0.898798997287412,0.8568623106498839,0.7461891189268349,0.8339501422880436,4.977187509245172,3.857496515789477,2.9715505315641044,3.935411518866251,9.786597487660334e-05,304.34581199999957,0.28607540000302834,290.6250625,13.335747000000993,1.0140553645677275,21.37141180038452,0.37973928451538086,24.2734375,77.0,99.0,2827.0,403.41,29830.0,32607.0
29,0.8082749843597412,0.13229421425510096,0.9129513469902245,0.8607382895450197,0.7439555396519736,0.8392150587290725,4.774409956702331,3.727082072156118,2.432522123689156,3.644671384182535,9.771201642581382e-05,320.4805133000009,0.22086170002512517,306.399875,13.441686799997115,0.9621006171171195,21.37141180038452,0.37973928451538086,24.2734375,76.0,99.0,2820.0,404.35,29624.0,32607.0
30,0.808036744594574,0.1405987229097534,0.9075910126840746,0.8463075990612442,0.7410184145071395,0.8316390087508193,4.492902258169881,5.009926967267564,2.4147284749204907,3.9725192334526453,9.755282581475767e-05,313.81709160000173,0.19547039999451954,300.58534375,12.896362700001191,0.980780641988981,21.37141180038452,0.37973928451538086,24.2734375,79.0,100.0,2835.0,406.01,29823.0,32607.0
31,0.808553159236908,0.14852400285166664,0.9046966514071902,0.8441229631771913,0.7101318184903507,0.8196504776915775,7.508350648754216,4.786051427277765,5.205383208843283,5.833261761625089,9.738842050047928e-05,301.17799190000005,0.19644849998803693,288.43378125,12.272498800004541,1.022068964347669,21.37141180038452,0.37973928451538086,24.2734375,77.0,100.0,2827.0,378.58,29106.0,32607.0
32,0.8056564927101135,0.13625815233870134,0.8955005955209951,0.8549894537751602,0.748628192412438,0.8330394139028644,4.215060491243026,3.8740883826302572,2.332489075349692,3.473879316407658,9.721881851187405e-05,294.71535810000205,0.3100771999670542,282.016375,12.241086699999869,1.0448896931239602,21.37141180038452,0.37973928451538086,24.2734375,80.0,100.0,2835.0,423.4,28904.0,32607.0
33,0.7943081259727478,0.13827875004829587,0.9105888766211432,0.8392454402109248,0.7301748409838719,0.82666971927198,6.021703744769688,5.741190541386747,3.299312371474502,5.020735552543646,9.704403844771126e-05,294.5672897999975,0.32832720006263116,281.964625,12.153680199997325,1.045013691276755,21.37141180038452,0.37973928451538086,24.2734375,75.0,100.0,2827.0,421.56,28899.0,32607.0
34,0.7880458235740662,0.13269815125779524,0.8947094211707244,0.8580083573463664,0.7471169918043535,0.8332782567738147,4.90105355040879,3.516995175667704,2.596961217111132,3.6716699810625415,9.686409947459455e-05,294.6695838000014,0.43024760003754636,281.94115625,12.094033299996227,1.0447233536320457,21.37141180038452,0.37973928451538086,24.2734375,77.0,100.0,2827.0,418.0,28923.0,32607.0
35,0.790341317653656,0.13877812214195728,0.8967974717708624,0.845731407028413,0.746823866732773,0.8297842485106828,6.213716783567589,6.5795342555775935,6.390733342673074,6.394661460606085,9.667902132486005e-05,294.54155549999996,0.380302300065523,281.9969375,12.19571089999954,1.0447017621139434,21.37141180038452,0.37973928451538086,24.2734375,78.0,100.0,2827.0,426.22,28923.0,32607.0
36,0.7924882769584656,0.1304078832067348,0.9000574237749732,0.8550211022305997,0.7449142822071371,0.8333309360709032,3.9863109988596026,4.227303085530666,3.1842529051512267,3.7992889965138317,9.648882429441254e-05,294.4128894999958,0.44425430005503586,281.59309375,12.371213600003102,1.0459607638476462,21.37141180038452,0.37973928451538086,24.2734375,81.0,100.0,2827.0,425.18,28949.0,32607.0
37,0.7837406992912292,0.13558768501152862,0.8978810660742425,0.8409616907177608,0.7322762980403251,0.8237063516107761,4.913317556203226,4.32503739946472,3.2190348796816584,4.152463278449868,9.629352924049973e-05,295.10268740000174,0.5025454000715399,281.87590625,12.487861800000246,1.0446972786916804,21.37141180038452,0.37973928451538086,24.2734375,80.0,100.0,2820.0,427.11,28934.0,32607.0
38,0.7845429182052612,0.13577158195344177,0.9045021791715879,0.861726180954868,0.7354902901180662,0.833906216748174,4.703495641826773,3.654977506241582,2.551545182782908,3.6366727769504212,9.609315757942502e-05,295.7104752000014,0.37422369990235893,282.83421875,12.526252299998305,1.041635614560408,21.37141180038452,0.37973928451538086,24.2734375,78.0,100.0,2820.0,435.23,28963.0,32607.0
39,0.7723085284233093,0.13219332015393553,0.9072080898929287,0.8622815657577745,0.7403531834236513,0.8366142796914514,4.785104162407903,4.415797036174192,3.944522526990002,4.381807908524032,9.588773128419905e-05,294.9067775000003,0.2712888999740244,281.9479375,12.306577099996503,1.0452866863929124,21.37141180038452,0.37973928451538086,24.2734375,79.0,100.0,2820.0,426.43,28963.0,32607.0
40,0.7745465040206909,0.14295620828665592,0.9075266332239718,0.8610080110060202,0.7273678014165265,0.8319674818821728,5.5383578473300785,5.934346513135426,6.317710892079212,5.930138417514907,9.567727288213003e-05,295.80241489999753,0.36825949998456053,283.09184375,11.970221100003982,1.0407108323806626,21.37141180038452,0.37973928451538086,24.2734375,73.0,0.0,2820.0,399.32,28987.0,32607.0
41,0.766220211982727,0.1377385819230128,0.8999561297083877,0.8477445680014992,0.7423728858977185,0.8300245278692019,6.127479412972587,6.4334480486222265,6.769717182357531,6.443548214650781,9.546180545235343e-05,295.597070900003,0.5864609001000645,282.64184375,12.328262700000778,1.0415625668643629,21.37141180038452,0.37973928451538086,24.2734375,78.0,100.0,2827.0,426.92,28987.0,32607.0
42,0.7752056121826172,0.13154688940660372,0.902224021988946,0.8589163181218022,0.7477486857712752,0.8362963419606745,5.3111824502926535,4.905263631562761,4.86535590943634,5.027267330430585,9.524135262330098e-05,296.4124751000054,0.35554879998380784,283.28140625,12.77321700000175,1.040061933918356,21.37141180038452,0.37973928451538086,24.2734375,78.0,100.0,2827.0,426.55,28904.0,32607.0
43,0.7651191353797913,0.13561042408282692,0.8992609961771025,0.8529911919497019,0.7439866119263833,0.8320796000177292,4.122376453090866,4.450497434725214,2.9286612577739897,3.833845048530023,9.501593857010968e-05,294.2826417999968,0.34750050005095545,281.62659375,12.225258499995107,1.0461953988524841,21.37141180038452,0.37973928451538086,24.2734375,78.0,100.0,2827.0,409.82,28904.0,32607.0
44,0.7631298303604126,0.13793785127534255,0.9036269773905342,0.8329642109245731,0.7578708798462526,0.8314873560537865,5.456671442743396,4.710178050110528,3.62102139818123,4.595956963678385,9.478558801197064e-05,295.74648180000077,0.7804508999615791,282.8765,12.18417010000121,1.0399886167571433,21.37141180038452,0.37973928451538086,24.2734375,81.0,100.0,2820.0,440.04,28904.0,32607.0
45,0.7609453797340393,0.13586854265146964,0.8916981848668757,0.8606849168074961,0.7441692721469014,0.8321841246070911,4.460653617587607,3.596293720819714,2.8433077436097456,3.6334183606723554,9.455032620941839e-05,294.57511499999964,0.5297495999693638,281.73859375,12.487793199994485,1.0451047981467951,21.37141180038452,0.37973928451538086,24.2734375,79.0,100.0,2827.0,439.79,28904.0,32607.0
46,0.7644274234771729,0.13313734113565973,0.9009627248944794,0.8556581002908146,0.7392258376425975,0.8319488876092972,5.100613647973824,4.973660543784812,4.621789091520067,4.898687761092901,9.431017896156072e-05,295.179822099999,0.36296699999365956,282.2885,12.324577299994417,1.0436881970968388,21.37141180038452,0.37973928451538086,24.2734375,83.0,100.0,2827.0,432.91,28923.0,32607.0
47,0.753292977809906,0.13215831415476026,0.9005600343037514,0.8583983328167923,0.7472785726294243,0.8354123132499893,5.39113373727063,4.989282277556869,5.524150797461725,5.301522270763075,9.406517260324959e-05,295.8316995000059,0.7624086000723764,282.49475,12.58464339999773,1.041456468242369,21.37141180038452,0.37973928451538086,24.2734375,79.0,100.0,2827.0,431.15,28923.0,32607.0
48,0.7485369443893433,0.13360750096271168,0.895224569617091,0.8489464698887995,0.742064145248447,0.8287450615847791,6.7042312656169685,5.6215340854170694,4.007154920285793,5.44430675710661,9.381533400219317e-05,295.63049519999913,0.47368299994559493,282.69571875,12.580533400003333,1.0417792253574822,21.37141180038452,0.37973928451538086,24.2734375,82.0,100.0,2820.0,432.75,28936.0,32607.0
49,0.7425667643547058,0.14091110209355484,0.8923164992876896,0.8332553614911428,0.7459760717185049,0.8238493108324457,6.685457610645814,6.364876297892258,4.919001548951963,5.989778485830011,9.356069055600948e-05,295.3996893999938,0.46169430000009015,282.51334375,12.460347599997476,1.0424947798677393,21.37141180038452,0.37973928451538086,24.2734375,79.0,100.0,2835.0,432.31,28936.0,32607.0
50,0.7468031048774719,0.13719597584693818,0.8995431532888656,0.8478474971685839,0.7485494595791028,0.8319800366788508,5.5668228613158455,5.963875833819614,4.757497625125707,5.429398773420388,9.330127018922193e-05,294.3688084000023,0.5361147000221536,281.996,11.955892099998891,1.0441290906459098,21.37141180038452,0.37973928451538086,24.2734375,80.0,100.0,2827.0,430.42,28936.0,32607.0
51,0.7391695380210876,0.1359819726061982,0.900086422240082,0.8381084365089373,0.7455701399778404,0.8279216662422866,5.270424132758891,4.95414409913262,5.658396125847724,5.294321452579744,9.303710135019718e-05,294.66227179999987,0.4199084000647417,282.04646875,12.249702400004026,1.0443720876671867,21.37141180038452,0.37973928451538086,24.2734375,78.0,100.0,2820.0,428.69,28936.0,32607.0
52,0.7372066378593445,0.1367903078931409,0.9017319727746564,0.8584970026679805,0.7438708463451158,0.8346999405959176,4.806917341574543,5.1271575784860435,4.261541499738481,4.731872139933023,9.276821300802532e-05,295.1911770000006,0.3278810000992962,282.0499375,12.693412399996305,1.0446996211209,21.37141180038452,0.37973928451538086,24.2734375,81.0,100.0,2827.0,436.86,28936.0,32607.0
53,0.7350329160690308,0.1333012181661419,0.9029070622369807,0.8639176931205331,0.7469475902186581,0.8379241151920573,5.153566027169297,4.976221231358586,5.83314105811933,5.320976105549072,9.24946346493432e-05,295.0226556999987,0.287683799972001,281.8650625,12.70579490000091,1.0455329741372403,21.37141180038452,0.37973928451538086,24.2734375,77.0,57.0,2812.0,424.68,28936.0,32607.0
54,0.7337437272071838,0.13696879767686934,0.8977600916170122,0.8397116428769759,0.7728467332765689,0.8367728225901857,6.6992751515663675,7.375109759682838,4.809576367413447,6.294653759554218,9.221639627510076e-05,294.46780270000454,0.6428471999897738,281.69928125,12.411285700000008,1.044831678572021,21.37141180038452,0.37973928451538086,24.2734375,80.0,100.0,2827.0,432.36,28946.0,32607.0
55,0.7379136085510254,0.13427366321352688,0.9042513419000227,0.8523041694827845,0.749151294140619,0.8352356018411421,3.6201487125947005,3.956596014482496,2.260654637685461,3.2791331215875523,9.193352839727121e-05,295.87371659999917,0.5314838000558666,283.080125,12.411535100000037,1.0401548838149741,21.37141180038452,0.37973928451538086,24.2734375,82.0,100.0,2827.0,429.4,28946.0,32607.0
56,0.732244610786438,0.13017670143194296,0.9011767393991722,0.8654294239783926,0.7488921980309726,0.8384994538028457,5.793470047828413,5.147624381376196,4.7736078863919325,5.238234105198847,9.164606203550498e-05,294.4910785000029,0.524251800015918,281.71353125,12.200744800000393,1.045217960586526,21.37141180038452,0.37973928451538086,24.2734375,80.0,100.0,2812.0,439.08,28946.0,32607.0
57,0.7253316044807434,0.1314735698287149,0.9019189847639351,0.8616136634945646,0.7465394102955669,0.8366906861846889,5.539947142693094,4.9111106881601145,4.872316465590079,5.107791432147763,9.13540287137281e-05,294.27244419999624,0.7262827999948058,281.506,12.396330199997465,1.0452383301914938,21.37141180038452,0.37973928451538086,24.2734375,78.0,100.0,2835.0,428.6,28946.0,32607.0
58,0.724885880947113,0.13861113852141677,0.896885846127752,0.8642731671665769,0.7404989002421203,0.8338859711788164,5.597105993208797,7.080897181280345,7.972178364750782,6.883393846413308,9.105746045668521e-05,295.1722735000003,0.5348138999252114,282.1413125,12.492648700004793,1.0435971504103574,21.37141180038452,0.37973928451538086,24.2734375,80.0,100.0,2827.0,427.65,28946.0,32607.0
59,0.7258681654930115,0.13537394879637538,0.9009437206787352,0.868157162081851,0.7467872569973902,0.8386293799193255,5.70159177869008,5.0139490173090495,3.9898272520165667,4.901789349338565,9.075638978642771e-05,295.38900730000023,0.5932818000001134,282.786625,12.212601799998083,1.041005353312509,21.37141180038452,0.37973928451538086,24.2734375,81.0,100.0,2812.0,439.13,28959.0,32607.0
